NDNL REPORT FOR VOYAGE: 0VCCSW1MA

BOOKING,WORKFLOW,MOVE_TERMS,AES,AES_EXT,BOOKED DATE,SERVICE,VOYAGE,INLAND RAMP,RAMP CUT,PORT CUT,SAIL_DATE,STATUS,ORIGIN,POL,PTS,POD,FPD,CONTRACT,QUOTE,COMMODITY_CODE,COMMODITY,COMMODITY_BOC,OVERSIZE,HAZ,SIZE_TYPE,UNITS,TEUS,ASSIGNED CONTS,RECEIVED CONTS,PARTNER_CODE,SHIP_CAT,FULL_NAME,CITY_STATE,BKG_REMARKS,FINAL_SALES_REP,FINAL_SALES_AREA
"NAM5756544","71CA - VIP - BOOKED NO DOC","PP","null","null","2022-10-10 14:51:13","VESPEC","0VCCSW1MA","null","null","2022-10-31 10:00","2022-11-2 15:00","1","null","USNYC","null","CNSHA","null","null","GA322H-GIGO","481151","Paper and paperboard, surface","Paper and paperboard, surfacecoloured, surfacede","N","N","40ST","1","2","0","0","0005849562","SAPPI NORTH AMERICA","SAPPI NORTH AMERICA","null","LEAH.JACKSON@SAPPI.COM","JOHN MAJCHROWICZ","USNER",
"NAM5756821","71CA - VIP - BOOKED NO DOC","PP","null","null","2022-10-10 15:26:57","VESPEC","0VCCSW1MA","null","null","2022-10-31 10:00","2022-11-2 15:00","1","null","USNYC","null","CNSHA","null","null","GA322H-GIGO","481151","Paper and paperboard, surface","Paper And Paperboard Coated,","N","N","40ST","1","2","0","0","0005849562","SAPPI NORTH AMERICA","SAPPI NORTH AMERICA","null","LEAH.JACKSON@SAPPI.COM","JOHN MAJCHROWICZ","USNER",
"NAM5757538","00ND - BOOKED - NO DOCS","PP","null","null","2022-10-10 17:13:33","VESPEC","0VCCSW1MA","null","null","2022-10-31 10:00","2022-11-2 15:00","1","null","USNYC","null","CNSHA","null","22-0241","null","370231","Photographic film incl. insta","FAK  PHOTOGRAPHIC FILM","N","N","40HC","2","4","1","1","0000402852","EXPEDITORS INTL OF WASH INC","EXPEDITORS INTL OF WASH INC","null","BOS-OCEANEXPORT@EXPEDITORS.COM","JAMES YURKO","STRAT NVO",
"NAM5759048","00ND - BOOKED - NO DOCS","PP","null","null","2022-10-11 20:06:45","VESPEC","0VCCSW1MA","null","null","2022-11-4 11:00","2022-11-7 02:00","1","null","USCHS","null","CNTAO","null","22-5040","null","470500","Wood pulp obtained by a combin","Wood pulp obtained by a combin","N","N","40HC","10","20","0","0","0003321452","RAY MONT LOGISTICS AMERICA INC","RAY MONT LOGISTICS AMERICA INC","null","ANDREW.VANGRIMBERGEN@RAY-MONT.COM","LORRAINE RESTITUYO","USWCR",
"NAM5763744","00ND - BOOKED - NO DOCS","PP","null","null","2022-10-12 12:22:33","VESPEC","0VCCSW1MA","null","null","2022-11-4 11:00","2022-11-7 02:00","1","null","USCHS","null","CNSHA","null","22-0851","null","901890","Instruments and appliances use","Instruments and appliances use","N","N","40HC","3","6","0","0","0002019673","BECTON DICKINSON AND COMPANY","BECTON DICKINSON AND COMPANY","null","ATL-OCEANEXPORT@EXPEDITORS.COM","ANDRE RISTIC","USNER",
"NAM5764759","00ND - BOOKED - NO DOCS","PP","null","null","2022-10-12 00:00:00","VESPEC","0VCCSW1MA","null","null","2022-11-1 10:00","2022-11-4 16:00","1","null","USBOS","null","CNSHA","null","22-1019","null","680422","Millstones, grindstones, grind","FAK/Millstones, grindstones, grind","N","N","40HC","2","4","0","0","0000255826","DSV AIR & SEA INC","DSV AIR & SEA INC","null","REGGIE.MALINOWSKI@US.DSV.COM","JAMES YURKO","STRAT NVO",
"NAM5764912","00ND - BOOKED - NO DOCS","PP","null","null","2022-10-12 16:14:11","VESPEC","0VCCSW1MA","null","null","2022-11-4 11:00","2022-11-7 02:00","1","null","USCHS","null","CNNGB","null","22-5029","null","440791","Oak (Quercus spp.) sawn or chi","OAK WOOD","N","N","40HC","1","2","0","0","0003571167","ALLY GLOBAL LOGISTICS LLC","ALLY GLOBAL LOGISTICS LLC","null","RALLEN@ALLYGLOBALLOGISTICS.COM","JOHN MAJCHROWICZ","USNER",
"NAM5768100","00ND - BOOKED - NO DOCS","PP","null","null","2022-10-13 13:57:38","VESPEC","0VCCSW1MA","null","null","2022-10-31 10:00","2022-11-2 15:00","1","null","USNYC","null","CNTAO","null","22-5029","null","440799","Other wood sawn or chipped len","WOOD","N","N","40HC","4","8","0","0","0003571167","ALLY GLOBAL LOGISTICS LLC","ALLY GLOBAL LOGISTICS LLC","null","PHEGERTY@ALLYGLOBALLOGISTICS.COM","JOHN MAJCHROWICZ","USNER",
"NAM5775435","00ND - BOOKED - NO DOCS","PP","null","null","2022-10-17 02:35:36","VESPEC","0VCCSW1MA","null","null","2022-11-1 10:00","2022-11-4 16:00","1","null","USBOS","CNTAO","MYPKG","null","22-0341","null","390190","Polymers of ethylene, in prima","POLYMERS OF ETHYLENE, IN PRIMARY FORMS","N","N","40HC","2","4","0","0","0006803096","GREEN TRADING LLC","GREEN TRADING LLC","null","NLU@GREENTRADINGINTL.COM","DAWN JARKOW","USTRD",
"NAM5775436","00ND - BOOKED - NO DOCS","PP","null","null","2022-10-17 02:52:14","VESPEC","0VCCSW1MA","null","null","2022-11-1 10:00","2022-11-4 16:00","1","null","USBOS","CNTAO","MYPKG","null","22-0341","null","390190","Polymers of ethylene, in prima","POLYMERS OF ETHYLENE, IN PRIMARY FORMS","N","N","40HC","2","4","0","0","0006803096","GREEN TRADING LLC","GREEN TRADING LLC","null","NLU@GREENTRADINGINTL.COM","DAWN JARKOW","USTRD",
"NAM5777848","00ND - BOOKED - NO DOCS","RP","null","null","2022-10-18 03:45:27","VESPEC","0VCCSW1MA","USATLRNSU","2022-11-22 20:00:00","2022-11-25 11:00","2022-11-28 01:00","1","USATL","USSAV","CNSHA","CNWUH","null","22-2242","null","844339","Printers, copying machines and","Copying Machines","N","N","40HC","1","2","0","0","0000602166","AMERICAN CARGO SHIPPING LINES INC","AMERICAN CARGO SHIPPING LINES INC","null","CPODHANY@AMERICANCARGOUSA.COM","DERON HAGADORN","USSAR",
"NAM5778831","71CA - VIP - BOOKED NO DOC","PP","null","null","2022-10-18 13:03:49","VESPEC","0VCCSW1MA","null","null","2022-11-25 11:00","2022-11-28 01:00","1","null","USSAV","CNSHA","CNCKG","null","21-5064","null","470321","Semibleached or bleached coni","WOODPULP","N","N","40HC","8","16","0","0","0000256012","GEORGIA PACIFIC LLC","GEORGIA PACIFIC LLC","null","GEORGIA.PACIFIC@FLEXPORT.COM","DENEEN GRAINGER","USSAR",
"NAM5779260","00AA - INCOMPLETE SI","PP","X20221026455886","X20221026455886","2022-10-18 14:18:56","VESPEC","0VCCSW1MA","null","null","2022-10-31 10:00","2022-11-2 15:00","1","null","USNYC","null","CNTAO","null","22-5023","null","440791","Oak (Quercus spp.) sawn or chi","WOOD","N","N","40HC","2","4","2","1","0000018543","CAROLINA OCEAN LINES INC","CAROLINA OCEAN LINES INC","null","AEDWARDS@TMXSHIP.COM","DERON HAGADORN","USSAR",
"NAM5779319","00ND - BOOKED - NO DOCS","PP","null","null","2022-10-18 14:27:16","VESPEC","0VCCSW1MA","null","null","2022-11-4 11:00","2022-11-7 02:00","1","null","USCHS","null","CNSHA","null","22-1019","null","870840","Gear boxes and parts thereof,","JAGUAR LANDROVER  Gear boxes and parts","N","N","40HC","10","20","0","0","0000255827","DSV AIR & SEA INC","DSV AIR & SEA INC","null","KIELA.PAGSISIHAN@US.DSV.COM","CARMEN ADAMES","STRAT NVO",
"NAM5779329","00ND - BOOKED - NO DOCS","PP","null","null","2022-10-18 14:39:22","VESPEC","0VCCSW1MA","null","null","2022-11-4 11:00","2022-11-7 02:00","1","null","USCHS","null","CNSHA","null","22-1019","null","870840","Gear boxes and parts thereof,","JAGUAR LANDROVER/  GEAR BOXES AND PARTS","N","N","40HC","8","16","0","0","0000255827","DSV AIR & SEA INC","DSV AIR & SEA INC","null","KIELA.PAGSISIHAN@US.DSV.COM","CARMEN ADAMES","STRAT NVO",
"NAM5779330","00ND - BOOKED - NO DOCS","PP","null","null","2022-10-18 14:37:57","VESPEC","0VCCSW1MA","null","null","2022-11-4 11:00","2022-11-7 02:00","1","null","USCHS","null","CNSHA","null","22-1019","null","870840","Gear boxes and parts thereof,","JAGUAR LANDROVERGEAR BOXES","N","N","40HC","8","16","0","0","0000255827","DSV AIR & SEA INC","DSV AIR & SEA INC","null","KIELA.PAGSISIHAN@US.DSV.COM","CARMEN ADAMES","STRAT NVO",
"NAM5780047","00ND - BOOKED - NO DOCS","PP","null","null","2022-10-18 17:11:38","VESPEC","0VCCSW1MA","null","null","2022-11-4 11:00","2022-11-7 02:00","1","null","USCHS","null","CNSHA","null","22-2254","null","391690","Monofilament of which any cros","FAKRESERVOIRS, TANKS, VATS AND SI","N","N","20TK","3","3","3","0","0007153515","CH ROBINSON INTERNATIONAL INC","CH ROBINSON INTERNATIONAL INC","null","640-EXPORT@CHROBINSON.COM","null","null",
"NAM5781169","00AA - INCOMPLETE SI","PP","X20221022285115","X20221022285115","2022-10-18 20:24:08","VESPEC","0VCCSW1MA","null","null","2022-10-31 10:00","2022-11-2 15:00","1","null","USNYC","null","CNNGB","null","22-5117","null","740400","Waste and scrap, of copper (ex","METAL SCRAP","N","N","20ST","2","2","1","1","0005880331","JIANGXI COPPER INTL TRADING","JIANGXI COPPER INTL TRADING","null","FRANKW.LAX@CTCLOGISTICS.COM","ANDY CHAO","USWCR",
"NAM5784254","00NB - SPECIALIZED - BKD NO DOC","PP","null","null","2022-10-19 20:32:28","VESPEC","0VCCSW1MA","null","null","2022-11-4 11:00","2022-11-7 02:00","1","null","USCHS","null","CNSHA","null","21-2223","null","370320","Photographic paper, paperboard","PHOTO PAPER","N","N","40RH","6","12","0","0","0000311053","SEAMATES INTERNATIONAL INC","SEAMATES INTERNATIONAL INC","null","YISSETD@SEAMATES.COM","GEORGE WOLF","USNER",
"NAM5785016","00ND - BOOKED - NO DOCS","PP","null","null","2022-10-20 13:14:33","VESPEC","0VCCSW1MA","null","null","2022-10-31 10:00","2022-11-2 15:00","1","null","USNYC","null","CNSHA","null","22-1019","null","680410","Millstones and grindstones, wi","FAK/Millstones and grindstones, wi","N","N","40HC","2","4","0","0","0000255826","DSV AIR & SEA INC","DSV AIR & SEA INC","null","REGGIE.MALINOWSKI@US.DSV.COM","JAMES YURKO","STRAT NVO",
"NAM5785681","00ND - BOOKED - NO DOCS","PP","null","null","2022-10-20 15:55:04","VESPEC","0VCCSW1MA","null","null","2022-11-25 11:00","2022-11-28 01:00","1","null","USSAV","null","CNNGB","null","22-2254","null","840790","Sparkignition reciprocating o","FAK/Sparkignition reciprocating o","N","N","40HC","3","6","0","0","0000254441","CH ROBINSON INTERNATIONAL INC","CH ROBINSON INTERNATIONAL INC","null","ERICA.OCASIO@CHROBINSON.COM","JIM PARK","STRAT NVO",
"NAM5785695","00AA - INCOMPLETE SI","PP","X20221028677341","X20221028677341","2022-10-20 15:57:21","VESPEC","0VCCSW1MA","null","null","2022-10-31 10:00","2022-11-2 15:00","1","null","USNYC","null","CNSHA","null","22-0241","null","560890","Knotted netting of twine, cord","FAKTwine, cordage, ropes","N","N","40HC","1","2","0","0","0000402852","EXPEDITORS INTL OF WASH INC","EXPEDITORS INTL OF WASH INC","null","BOS-OCEANEXPORT@EXPEDITORS.COM","JAMES YURKO","STRAT NVO",
"NAM5785914","00ND - BOOKED - NO DOCS","PP","null","null","2022-10-20 16:04:50","VESPEC","0VCCSW1MA","null","null","2022-10-31 10:00","2022-11-2 15:00","1","null","USNYC","null","CNSHA","null","22-0241","null","560890","Knotted netting of twine, cord","FAKTwine, cordage, ropes","N","N","40HC","1","2","0","0","0000402852","EXPEDITORS INTL OF WASH INC","EXPEDITORS INTL OF WASH INC","null","BOS-OCEANEXPORT@EXPEDITORS.COM","JAMES YURKO","STRAT NVO",
"NAM5785920","71CA - VIP - BOOKED NO DOC","PP","null","null","2022-10-20 16:36:08","VESPEC","0VCCSW1MA","null","null","2022-11-25 11:00","2022-11-28 01:00","1","null","USSAV","null","CNTAO","null","21-5064","null","480411","Unbleached kraftliner, uncoate","Unbleached Kraftliner, Uncoate","N","N","40HC","36","72","0","0","0004701100","KBX LLC","KBX LLC","null","CONTBOARD@USACARGO.COM","MARGARET KOVAC","USGCR",
"NAM5786214","NBND - NVR Booked -No Docs","RP","null","null","2022-10-20 17:01:37","VESPEC","0VCCSW1MA","USATLRNSU","2022-11-01 21:00:00","2022-11-4 11:00","2022-11-7 02:00","1","USATL","USCHS","CNSHA","CNCSX","null","22-3899","null","844331","Machines which perform two or","Machines Which Perform Two Or  844331","N","N","40HC","1","2","0","0","0006976780","OCEAN LINK FORWARDING INC","OCEAN LINK FORWARDING INC","null","BOOKING.OCEANLINKUS@GMAIL.COM","null","null",
"NAM5787407","71CA - VIP - BOOKED NO DOC","PP","null","null","2022-10-20 20:35:46","VESPEC","0VCCSW1MA","null","null","2022-11-25 11:00","2022-11-28 01:00","1","null","USSAV","null","CNTAO","null","22-0130","null","390120","Polyethylene with a specific g","PAXON AS55003","N","N","40ST","4","8","0","0","0007092730","EXXONMOBIL PRODUCT SOLUTIONS COMP","EXXONMOBIL PRODUCT SOLUTIONS COMP","null","WILLIAM.HARPER@EDLOG.COM","KIP BROUSSARD","USGCR",
"NAM5787472","NBND - NVR Booked -No Docs","PP","null","null","2022-10-20 20:48:31","VESPEC","0VCCSW1MA","null","null","2022-11-25 11:00","2022-11-28 01:00","1","null","USSAV","null","CNTAO","null","22-0287","null","200811","Groundnuts, prepared or preser","Groundnuts, prepared or preser","N","N","40HC","30","60","0","0","0000257369","FRACHT FWO INC","FRACHT FWO INC","null","MAGAN.MONT@FRACHT.COM","JACOB KELLEY","USSAR",
"NAM5787472","NBND - NVR Booked -No Docs","PP","null","null","2022-10-20 20:48:31","VESPEC","0VCCSW1MA","null","null","2022-11-25 11:00","2022-11-28 01:00","1","null","USSAV","null","CNTAO","null","22-0287","null","120242","Other : Shelled, whether or no","Other : Shelled, whether or not broken","N","N","40HC","60","120","0","0","0000257369","FRACHT FWO INC","FRACHT FWO INC","null","MAGAN.MONT@FRACHT.COM","JACOB KELLEY","USSAR",
"NAM5788644","71CA - VIP - BOOKED NO DOC","PP","null","null","2022-10-21 16:16:43","VESPEC","0VCCSW1MA","null","null","2022-11-25 11:00","2022-11-28 01:00","1","null","USSAV","null","CNTAO","null","21-5064","null","480411","Unbleached kraftliner, uncoate","Unbleached Kraftliner","N","N","40HC","27","54","0","0","0000256012","GEORGIA PACIFIC LLC","GEORGIA PACIFIC LLC","null","CONTBOARD@USACARGO.COM","DENEEN GRAINGER","USSAR",
"NAM5791983","71CA - VIP - BOOKED NO DOC","PP","null","null","2022-10-24 15:32:25","VESPEC","0VCCSW1MA","null","null","2022-11-25 11:00","2022-11-28 01:00","1","null","USSAV","CNSHA","CNCKG","null","22-0130","null","390120","Polyethylene with a specific g","PAXON BA46055","N","N","40HC","1","2","0","0","0007092730","EXXONMOBIL PRODUCT SOLUTIONS COMP","EXXONMOBIL PRODUCT SOLUTIONS COMP","null","WILLIAM.HARPER@EDLOG.COM","KIP BROUSSARD","USGCR",
"NAM5792271","00ND - BOOKED - NO DOCS","RP","null","null","2022-10-24 00:00:00","VESPEC","0VCCSW1MA","USBNARCXN","2022-11-18 12:00:00","2022-11-25 11:00","2022-11-28 01:00","1","USBNA","USSAV","null","CNSHA","null","22-1019","null","560314","Nonwovens, whether or not impr","FAKNONWOVENS","N","N","40HC","1","2","0","0","0006223432","DSV AIR & SEA INC","DSV AIR & SEA INC","null","ANDREW.LUCK@US.DSV.COM","ROBERTA DZADO","STRAT NVO",
"NAM5794129","71CA - VIP - BOOKED NO DOC","PP","null","null","2022-10-25 13:24:22","VESPEC","0VCCSW1MA","null","null","2022-10-31 10:00","2022-11-2 15:00","1","null","USNYC","null","CNSHA","null","21-1615","null","020220","Frozen bovine cuts, with bone","Frozen Beef","N","N","40RH","1","2","0","0","0001311588","CARGILL MEAT SOLUTIONS CORPORATION","CARGILL MEAT SOLUTIONS CORPORATION","null","TYSON_AST@CARGILL.COM","DANIEL CONNERTY","STRAT BCO",
"NAM5794731","1NVR - NVR - VIP - BOOKED NO DOCS","PP","null","null","2022-10-25 17:53:22","VESPEC","0VCCSW1MA","null","null","2022-11-25 11:00","2022-11-28 01:00","1","null","USSAV","CNSHA","CNAN1","null","22-5506","null","470321","Semibleached or bleached coni","Semibleached or bleached coniferous chemical wood","N","N","40HC","8","16","0","0","0000310244","INTERNATIONAL PAPER CO","INTERNATIONAL PAPER CO","null","AHARADA@PAGE-INT.COM","JOHN LAIRD","USSAR",
"NAM5795143","00NB - SPECIALIZED - BKD NO DOC","PP","null","null","2022-10-25 17:37:37","VESPEC","0VCCSW1MA","null","null","2022-11-4 11:00","2022-11-7 02:00","1","null","USCHS","null","CNSHA","null","22-0658","null","020329","Frozen meat of swine (excl. ca","FROZEN PORK","N","N","40RC","1","2","1","0","0000497221","ASCENT GLOBAL LOGISTICS","ASCENT GLOBAL LOGISTICS","null","TRYSTAN.THOMPSON@ASCENTGL.COM","RON FOLSOM","USRFR",
"NAM5795144","00NB - SPECIALIZED - BKD NO DOC","PP","null","null","2022-10-25 00:00:00","VESPEC","0VCCSW1MA","null","null","2022-11-4 11:00","2022-11-7 02:00","1","null","USCHS","null","CNSHA","null","22-0658","null","020329","Frozen meat of swine (excl. ca","Frozen meat of swine","N","N","40RH","1","2","0","0","0000497221","ASCENT GLOBAL LOGISTICS","ASCENT GLOBAL LOGISTICS","KANSAS CITY, MO","TRYSTAN.THOMPSON@ASCENTGL.COM","RON FOLSOM","USRFR",
"NAM5795145","00NB - SPECIALIZED - BKD NO DOC","PP","null","null","2022-10-25 17:23:08","VESPEC","0VCCSW1MA","null","null","2022-11-4 11:00","2022-11-7 02:00","1","null","USCHS","null","CNSHA","null","22-0658","null","020329","Frozen meat of swine (excl. ca","frozen pork","N","N","40RH","1","2","0","0","0000497221","ASCENT GLOBAL LOGISTICS","ASCENT GLOBAL LOGISTICS","null","TRYSTAN.THOMPSON@ASCENTGL.COM","RON FOLSOM","USRFR",
"NAM5795146","00NB - SPECIALIZED - BKD NO DOC","PP","null","null","2022-10-25 00:00:00","VESPEC","0VCCSW1MA","null","null","2022-11-4 11:00","2022-11-7 02:00","1","null","USCHS","null","CNSHA","null","22-0658","null","020329","Frozen meat of swine (excl. ca","Frozen meat of swine","N","N","40RH","1","2","0","0","0000497221","ASCENT GLOBAL LOGISTICS","ASCENT GLOBAL LOGISTICS","KANSAS CITY, MO","*RFR VIP* trystan.thompson@ascentgl.com--417.823.9800--Thompson Trystan","RON FOLSOM","USRFR",
"NAM5795147","00NB - SPECIALIZED - BKD NO DOC","PP","null","null","2022-10-25 17:01:06","VESPEC","0VCCSW1MA","null","null","2022-11-4 11:00","2022-11-7 02:00","1","null","USCHS","null","CNSHA","null","22-0658","null","020329","Frozen meat of swine (excl. ca","frozen pork","N","N","40RH","1","2","1","0","0000497221","ASCENT GLOBAL LOGISTICS","ASCENT GLOBAL LOGISTICS","null","TRYSTAN.THOMPSON@ASCENTGL.COM","RON FOLSOM","USRFR",
"NAM5795148","00NB - SPECIALIZED - BKD NO DOC","PP","null","null","2022-10-25 17:31:14","VESPEC","0VCCSW1MA","null","null","2022-11-4 11:00","2022-11-7 02:00","1","null","USCHS","null","CNSHA","null","22-0658","null","020329","Frozen meat of swine (excl. ca","frozen pork","N","N","40RH","1","2","0","0","0000497221","ASCENT GLOBAL LOGISTICS","ASCENT GLOBAL LOGISTICS","null","TRYSTAN.THOMPSON@ASCENTGL.COM","RON FOLSOM","USRFR",
"NAM5795149","00NB - SPECIALIZED - BKD NO DOC","PP","null","null","2022-10-25 00:00:00","VESPEC","0VCCSW1MA","null","null","2022-11-4 11:00","2022-11-7 02:00","1","null","USCHS","null","CNSHA","null","22-0658","null","020329","Frozen meat of swine (excl. ca","Frozen meat of swine","N","N","40RH","1","2","0","0","0000497221","ASCENT GLOBAL LOGISTICS","ASCENT GLOBAL LOGISTICS","KANSAS CITY, MO","TRYSTAN.THOMPSON@ASCENTGL.COM","RON FOLSOM","USRFR",
"NAM5795150","00NB - SPECIALIZED - BKD NO DOC","PP","null","null","2022-10-25 00:00:00","VESPEC","0VCCSW1MA","null","null","2022-11-4 11:00","2022-11-7 02:00","1","null","USCHS","null","CNSHA","null","22-0658","null","020329","Frozen meat of swine (excl. ca","FROZEN PORK","N","N","40RH","1","2","0","0","0000497221","ASCENT GLOBAL LOGISTICS","ASCENT GLOBAL LOGISTICS","KANSAS CITY, MO","TRYSTAN.THOMPSON@ASCENTGL.COM","RON FOLSOM","USRFR",
"NAM5795151","00NB - SPECIALIZED - BKD NO DOC","PP","null","null","2022-10-25 00:00:00","VESPEC","0VCCSW1MA","null","null","2022-11-4 11:00","2022-11-7 02:00","1","null","USCHS","null","CNSHA","null","22-0658","null","020329","Frozen meat of swine (excl. ca","Frozen meat of swine","N","N","40RH","1","2","0","0","0000497221","ASCENT GLOBAL LOGISTICS","ASCENT GLOBAL LOGISTICS","KANSAS CITY, MO","TRYSTAN.THOMPSON@ASCENTGL.COM","RON FOLSOM","USRFR",
"NAM5795152","00NB - SPECIALIZED - BKD NO DOC","PP","null","null","2022-10-25 00:00:00","VESPEC","0VCCSW1MA","null","null","2022-11-4 11:00","2022-11-7 02:00","1","null","USCHS","null","CNSHA","null","22-0658","null","020329","Frozen meat of swine (excl. ca","Frozen meat of swine","N","N","40RH","1","2","0","0","0000497221","ASCENT GLOBAL LOGISTICS","ASCENT GLOBAL LOGISTICS","KANSAS CITY, MO","TRYSTAN.THOMPSON@ASCENTGL.COM","RON FOLSOM","USRFR",
"NAM5795198","1NVR - NVR - VIP - BOOKED NO DOCS","PP","null","null","2022-10-25 17:57:59","VESPEC","0VCCSW1MA","null","null","2022-11-25 11:00","2022-11-28 01:00","1","null","USSAV","CNSHA","CNAN1","null","22-5506","null","470321","Semibleached or bleached coni","Semibleached or bleached coniferous chemical wood","N","N","40HC","8","16","0","0","0000310244","INTERNATIONAL PAPER CO","INTERNATIONAL PAPER CO","null","AHARADA@PAGE-INT.COM","JOHN LAIRD","USSAR",
"NAM5795916","71CA - VIP - BOOKED NO DOC","PP","null","null","2022-10-25 20:04:54","VESPEC","0VCCSW1MA","null","null","2022-11-25 11:00","2022-11-28 01:00","1","null","USSAV","CNSHA","CNWUH","null","22-0130","null","390120","Polyethylene with a specific g","PAXON BA46055","N","N","20ST","3","3","0","0","0007092730","EXXONMOBIL PRODUCT SOLUTIONS COMP","EXXONMOBIL PRODUCT SOLUTIONS COMP","null","NUMAIR.KHAN@EDLOG.COM","KIP BROUSSARD","USGCR",
"NAM5797479","00ND - BOOKED - NO DOCS","RP","null","null","2022-10-26 12:54:55","VESPEC","0VCCSW1MA","USBNARCXN","2022-11-21 12:00:00","2022-11-25 11:00","2022-11-28 01:00","1","USBNA","USSAV","null","CNTAO","null","null","TA_COMMODITY20","440791","Oak (Quercus spp.) sawn or chi","LUMBER","N","N","40HC","3","6","0","0","0000308515","GIORGIO GORI USA INC","GIORGIO GORI USA INC","null","YINGLING.A@US.GGORI.COM","MATTHEW MURPHY","USNER",
"NAM5797544","71CA - VIP - BOOKED NO DOC","PP","null","null","2022-10-26 13:44:12","VESPEC","0VCCSW1MA","null","null","2022-11-25 11:00","2022-11-28 01:00","1","null","USSAV","null","CNTAO","null","22-0182","null","520100","Cotton, neither carded nor com","Cotton","N","N","40ST","15","30","0","0","0002997525","ALLENBERG COTTON CO","ALLENBERG COTTON CO","null","JEFF.SMITH-EXT@LDC.COM","LUCAS BAKER","USSAR",
"NAM5797600","NBND - NVR Booked -No Docs","RP","null","null","2022-10-26 13:12:52","VESPEC","0VCCSW1MA","USBNARCXN","2022-11-21 12:00:00","2022-11-25 11:00","2022-11-28 01:00","1","USBNA","USSAV","null","CNSHA","null","20-1754","null","560392","Nonwovens, whether or not impr","NONWOVENS FABRICS","N","N","40HC","1","2","0","0","0007046459","BDP INTERNATIONAL","BDP INTERNATIONAL","null","EVAN.WINFREE@BDPINT.COM","null","null",
"NAM5798784","00ND - BOOKED - NO DOCS","RP","null","null","2022-10-26 17:41:13","VESPEC","0VCCSW1MA","USATLRNSU","2022-11-23 20:00:00","2022-11-25 11:00","2022-11-28 01:00","1","USATL","USSAV","null","CNNGB","null","null","QNAM064483","740400","Waste and scrap, of copper (ex","METAL SCRAP","N","N","20ST","1","1","0","0","0001264488","GREENLAND AMERICA INC","GREENLAND AMERICA INC","null","BOOKINGS@GREENLANDAMERICA.COM","JOHN MAHAFFEY","USTRD",
"NAM5798883","71CA - VIP - BOOKED NO DOC","PP","null","null","2022-10-26 17:47:07","VESPEC","0VCCSW1MA","null","null","2022-11-25 11:00","2022-11-28 01:00","1","null","USSAV","null","CNTAO","null","21-5064","null","470321","Semibleached or bleached coni","FLUFF PULP","N","N","40HC","1","2","0","0","0001468188","GP CELLULOSE LLC","GP CELLULOSE LLC","null","FMSNA-GPBL@FMS-LOGISTICS.COM","DENEEN GRAINGER","USSAR",
"NAM5799450","71CA - VIP - BOOKED NO DOC","PP","null","null","2022-10-26 19:59:57","VESPEC","0VCCSW1MA","null","null","2022-11-25 11:00","2022-11-28 01:00","1","null","USSAV","null","CNTAO","null","22-0182","null","520100","Cotton, neither carded nor com","Cotton","N","N","40ST","6","12","0","0","0002997525","ALLENBERG COTTON CO","ALLENBERG COTTON CO","null","JEFF.SMITH-EXT@LDC.COM","LUCAS BAKER","USSAR",
"NAM5799718"," -","PP","null","null","2022-10-26 22:05:31","VESPEC","0VCCSW1MA","null","null","2022-11-1 10:00","2022-11-4 16:00","0","null","USBOS","null","CNTXG","null","22-3368","null","410150","Whole raw hides and skins of b","null","N","N","40HC","3","6","0","0","0006429954","BOSTON HIDES LIMITED COMPANY","BOSTON HIDES LIMITED COMPANY","null","DAN@BOSTONHIDES.COM","JOHN MAJCHROWICZ","USNER",
"NAM5800373","71CA - VIP - BOOKED NO DOC","PP","null","null","2022-10-27 12:42:05","VESPEC","0VCCSW1MA","null","null","2022-11-25 11:00","2022-11-28 01:00","1","null","USSAV","CNSHA","CNCGU","null","21-5064","null","480411","Unbleached kraftliner, uncoate","Unbleached Kraftliner","N","N","40HC","27","54","0","0","0000256012","GEORGIA PACIFIC LLC","GEORGIA PACIFIC LLC","null","CONTBOARD@USACARGO.COM","DENEEN GRAINGER","USSAR",
"NAM5800395","00ND - BOOKED - NO DOCS","RP","null","null","2022-10-27 12:52:23","VESPEC","0VCCSW1MA","USBNARCXN","2022-11-21 12:00:00","2022-11-25 11:00","2022-11-28 01:00","1","USBNA","USSAV","null","CNTAO","null","null","TA_COMMODITY20","440791","Oak (Quercus spp.) sawn or chi","OAK (QUERCUS SPP.) SAWN","N","N","40HC","3","6","0","0","0000308515","GIORGIO GORI USA INC","GIORGIO GORI USA INC","null","BROOKS.E@US.GGORI.COM","MATTHEW MURPHY","USNER",
"NAM5802403","71CA - VIP - BOOKED NO DOC","PP","null","null","2022-10-27 00:00:00","VESPEC","0VCCSW1MA","null","null","2022-11-4 11:00","2022-11-7 02:00","1","null","USCHS","null","CNNGB","null","22-5078","null","480411","Unbleached kraftliner, uncoate","Unbleached kraftliner, uncoated","N","N","40HC","9","18","0","0","0003697089","SUNSET TRADING","SUNSET TRADING","null","NICOLE.AXLUND@CELLMARK.COM","YUBIN YIN","USTRD",
